iter	Logloss	Accuracy
93	0.1266985145	0.9507351045
94	0.1267222132	0.9506491273
95	0.1266875995	0.9505631502
96	0.1265620116	0.951079013
97	0.1263029435	0.9513369444
98	0.1258235796	0.9516808529
99	0.1257974493	0.9516808529
100	0.1255604586	0.9518528072
101	0.1253771613	0.9518528072
102	0.1253369529	0.9520247614
103	0.125279356	0.9521107385
104	0.1252667815	0.9521967157
105	0.1248749549	0.9520247614
106	0.1246584782	0.9523686699
107	0.1244019534	0.9523686699
108	0.1239911258	0.9528845327
109	0.1239823675	0.9526266013
110	0.123999809	0.9529705098
111	0.1242084839	0.9529705098
112	0.1240143547	0.953056487
113	0.1240085957	0.9521107385
114	0.1242058232	0.9519387843
115	0.1242039139	0.9519387843
116	0.1241970123	0.9518528072
117	0.1242302476	0.9518528072
118	0.1241427678	0.9521107385
119	0.1241393193	0.9520247614
120	0.1242186696	0.9527985556
121	0.1241569849	0.953056487
122	0.1240021084	0.953056487
123	0.1238208454	0.9527985556
124	0.1236975473	0.9528845327
125	0.1231761751	0.9532284412
126	0.123185172	0.9529705098
127	0.1233329525	0.9529705098
128	0.1233420117	0.9534003955
129	0.1235170183	0.9526266013
130	0.1234560153	0.9527125785
131	0.1229930592	0.9526266013
132	0.1229018159	0.9526266013
133	0.1229091052	0.9526266013
134	0.1227981977	0.9531424641
135	0.122462413	0.9531424641
136	0.122559808	0.9529705098
137	0.1225487639	0.953056487
138	0.1224904964	0.9526266013
139	0.1223254229	0.9527125785
140	0.1223114466	0.9527985556
141	0.1219717766	0.9528845327
142	0.1219078114	0.9527985556
143	0.1217913454	0.9526266013
144	0.1218646402	0.9526266013
145	0.1217415016	0.9528845327
146	0.1217841683	0.9525406242
147	0.1218341396	0.9529705098
148	0.1220387285	0.9532284412
149	0.1217342783	0.9534863726
150	0.1217055619	0.953744304
151	0.121659708	0.9534863726
152	0.1218492924	0.9534003955
153	0.1215318112	0.953056487
154	0.1214882924	0.9533144184
155	0.1215466689	0.9536583269
156	0.1215376147	0.9531424641
157	0.1213243669	0.9528845327
158	0.121457038	0.9529705098
159	0.1216076199	0.9527125785
160	0.1211498876	0.9529705098
161	0.1211804822	0.9528845327
162	0.1212484356	0.9523686699
163	0.1212187688	0.9523686699
164	0.1212596691	0.9527985556
165	0.1211438595	0.953056487
166	0.1212108609	0.9528845327
167	0.1210572131	0.9525406242
168	0.1209570196	0.9525406242
169	0.1208457131	0.9526266013
170	0.1207106309	0.9528845327
171	0.1205463721	0.9527985556
172	0.1203982547	0.9528845327
173	0.1204352782	0.9528845327
174	0.1203631504	0.9527125785
175	0.1203090362	0.9528845327
176	0.1202595046	0.9529705098
177	0.1196424459	0.9536583269
178	0.1197164713	0.9538302811
179	0.1198260642	0.9538302811
180	0.1198021911	0.953744304
181	0.119959471	0.9536583269
182	0.1201816763	0.9533144184
183	0.1200816362	0.9533144184
184	0.1199277447	0.9534003955
185	0.1199377625	0.9534863726
186	0.1199117376	0.9533144184
187	0.1196908706	0.9536583269
188	0.1193275242	0.9539162583
189	0.1192641047	0.9538302811
190	0.119453936	0.9536583269
191	0.1195185305	0.9539162583
192	0.1193912471	0.9542601668
193	0.1194937615	0.9541741897
194	0.1196451989	0.9541741897
195	0.1195385215	0.9538302811
196	0.1193922515	0.953744304
197	0.1194134704	0.9536583269
198	0.1193849043	0.9540882125
199	0.1193923858	0.9540882125
200	0.1193873606	0.9541741897
201	0.119281727	0.9540022354
202	0.1192967498	0.9544321211
203	0.1191965873	0.9544321211
204	0.1192239939	0.9543461439
205	0.1192598235	0.9541741897
206	0.1193757356	0.9546040753
207	0.119313833	0.9546900524
208	0.1193503646	0.9546040753
209	0.1194240404	0.9546900524
210	0.1190779053	0.9548620067
211	0.1190582322	0.955033961
212	0.1192018999	0.955033961
213	0.1192372854	0.9551199381
214	0.1192931104	0.955033961
215	0.1192930924	0.955033961
216	0.1193038919	0.9548620067
217	0.1193308695	0.9547760296
218	0.1193443191	0.9546040753
219	0.1193784937	0.9543461439
220	0.1189572529	0.9549479838
221	0.1191122691	0.9547760296
222	0.1190955555	0.9545180982
223	0.119268043	0.9546900524
224	0.1191420098	0.9549479838
225	0.1190932488	0.955033961
226	0.1191271153	0.9549479838
227	0.1186885555	0.9553778695
228	0.1185347271	0.9554638466
229	0.1185823761	0.9555498237
230	0.1185888424	0.9554638466
231	0.1185835128	0.9554638466
232	0.1185554515	0.9556358009
233	0.1185502157	0.9556358009
234	0.1187090003	0.9555498237
235	0.1185883134	0.9559797094
236	0.1184955226	0.9560656865
237	0.1183329238	0.9559797094
238	0.1183184146	0.9559797094
239	0.1183379517	0.9558077551
240	0.1183393802	0.9558077551
241	0.1183363901	0.9558077551
242	0.1182262356	0.9559797094
243	0.1180289303	0.9558937323
244	0.11820284	0.9558937323
245	0.1180391466	0.955721778
246	0.1177250617	0.9561516637
247	0.1176620458	0.9561516637
248	0.1177299662	0.9563236179
249	0.1176226308	0.9564955722
250	0.1176839032	0.9561516637
251	0.11779371	0.9563236179
252	0.117875805	0.9565815493
253	0.1179243887	0.956409595
254	0.1180505188	0.9567535036
255	0.1181163861	0.9564955722
256	0.1180816852	0.9565815493
257	0.1181987077	0.9566675264
258	0.1181506902	0.9567535036
259	0.1182874194	0.9567535036
260	0.1182883594	0.9567535036
261	0.1183220042	0.9566675264
262	0.1183135715	0.9566675264
263	0.1183813689	0.9565815493
264	0.1183914263	0.9566675264
265	0.1184086808	0.9564955722
266	0.1184498029	0.9564955722
267	0.1184451762	0.9564955722
268	0.118365308	0.9563236179
269	0.1183464396	0.9563236179
270	0.1187345084	0.9566675264
271	0.1187122063	0.9566675264
272	0.1186212404	0.9568394807
273	0.1186472636	0.9563236179
274	0.1186945967	0.9565815493
275	0.1187176238	0.9566675264
276	0.1186297342	0.9566675264
277	0.1187327724	0.9568394807
278	0.1187505521	0.9565815493
279	0.1188766975	0.9560656865
280	0.1189215657	0.9561516637
281	0.1189605027	0.9559797094
282	0.1190811517	0.9560656865
283	0.1190375547	0.9563236179
284	0.1190132729	0.9564955722
285	0.1188757783	0.9563236179
286	0.1188806011	0.9564955722
287	0.1186986471	0.9561516637
288	0.1187920459	0.9562376408
289	0.118723564	0.9566675264
290	0.1187604524	0.9569254578
291	0.1190481713	0.9568394807
292	0.1189285242	0.9570974121
293	0.118924802	0.957011435
294	0.1188148344	0.9567535036
295	0.1186716126	0.9572693663
296	0.1186179932	0.9572693663
297	0.1186410693	0.9573553435
298	0.1187729036	0.9569254578
299	0.1189139778	0.9565815493
300	0.1188799447	0.956409595
301	0.1184829147	0.9567535036
302	0.1185546443	0.9566675264
303	0.1185399333	0.9566675264
304	0.1188146968	0.9564955722
305	0.1187213516	0.956409595
306	0.1186226472	0.956409595
307	0.1186089053	0.9564955722
308	0.1187218131	0.9568394807
309	0.1187026898	0.9568394807
310	0.1187400152	0.9568394807
311	0.1186378477	0.9569254578
312	0.1186235279	0.9569254578
313	0.1187219369	0.9567535036
314	0.1187615247	0.957011435
315	0.1187537066	0.957011435
316	0.118752243	0.957011435
317	0.1187462408	0.9569254578
318	0.1187582212	0.9570974121
319	0.1187659312	0.9571833892
320	0.1187518101	0.957011435
321	0.118724604	0.957011435
322	0.1187246686	0.957011435
323	0.1187245501	0.957011435
324	0.1187261967	0.957011435
325	0.1187380357	0.957011435
326	0.1187380034	0.957011435
327	0.1187486435	0.9568394807
328	0.1188589342	0.9566675264
329	0.1187752048	0.9568394807
330	0.1187240996	0.9568394807
331	0.1187340939	0.9568394807
332	0.1188812205	0.9565815493
333	0.1189811464	0.956409595
334	0.1189217191	0.9562376408
335	0.1189665338	0.9559797094
336	0.1189088076	0.9559797094
337	0.118829189	0.9561516637
338	0.1189229767	0.9560656865
339	0.119041021	0.9563236179
340	0.1190431243	0.9563236179
341	0.1192936978	0.9560656865
342	0.1195463308	0.9555498237
343	0.1196688686	0.955721778
344	0.1197097785	0.9558937323
345	0.1195483991	0.9558937323
346	0.1196730498	0.955721778
347	0.1197467446	0.9554638466
348	0.1197785836	0.9555498237
349	0.1197778205	0.9556358009
350	0.1196082663	0.9553778695
351	0.1195160372	0.9555498237
352	0.1194722048	0.9558937323
353	0.1194629794	0.9561516637
354	0.1195171243	0.9555498237
355	0.1194127509	0.955721778
356	0.1194260659	0.9553778695
357	0.1193761373	0.9556358009
358	0.1194074769	0.9556358009
359	0.1193659096	0.9555498237
360	0.1193291439	0.9558077551
361	0.1192601924	0.9563236179
362	0.119274158	0.9560656865
363	0.1192736329	0.9560656865
364	0.1192736643	0.9560656865
365	0.1193146216	0.956409595
366	0.1193147022	0.956409595
367	0.1193140524	0.956409595
368	0.1194026088	0.9562376408
369	0.1195823839	0.956409595
370	0.1193787143	0.956409595
371	0.1192765923	0.9563236179
372	0.1193222936	0.9560656865
373	0.1194140533	0.9560656865
374	0.1195790425	0.9560656865
375	0.1196152147	0.9559797094
376	0.1195843293	0.9559797094
377	0.1195708296	0.9559797094
378	0.1195205723	0.9559797094
379	0.1195161432	0.9559797094
380	0.1196336105	0.9559797094
381	0.1198135398	0.9561516637
382	0.1198713436	0.9561516637
383	0.1199139127	0.9562376408
384	0.1198680673	0.9562376408
385	0.1198269891	0.9561516637
386	0.1198704946	0.955721778
387	0.1198909526	0.955721778
388	0.1198535196	0.9558077551
389	0.1196989725	0.955721778
390	0.1198510796	0.9560656865
391	0.1199166595	0.9560656865
392	0.119888391	0.9562376408
393	0.1199611805	0.955721778
394	0.1200503058	0.9555498237
395	0.1202035892	0.9555498237
396	0.1200349768	0.9555498237
397	0.1201893879	0.9555498237
398	0.1202203806	0.9554638466
399	0.1202632308	0.955721778
400	0.120384941	0.9560656865
401	0.1203003252	0.9558937323
402	0.1204070321	0.9559797094
403	0.1204430575	0.9559797094
404	0.120456381	0.9558937323
405	0.1204589669	0.9556358009
406	0.1204651511	0.9558077551
407	0.1205011821	0.9554638466
408	0.1205853691	0.9552059152
409	0.1207348576	0.9554638466
410	0.1208445198	0.9554638466
411	0.1210676294	0.955721778
412	0.1211070019	0.9555498237
413	0.1211445035	0.9554638466
414	0.1212001299	0.9554638466
415	0.1212317402	0.9554638466
416	0.1211104561	0.9558077551
417	0.1211150783	0.9553778695
418	0.121340314	0.955721778
419	0.1212381191	0.9556358009
420	0.1213097906	0.955721778
421	0.1211926739	0.9558077551
422	0.1212807538	0.9556358009
423	0.1213102337	0.955721778
424	0.1212361835	0.9556358009
425	0.121295463	0.9556358009
426	0.121066376	0.9554638466
427	0.1211514188	0.9552918924
428	0.1211364935	0.955033961
429	0.1211250262	0.9552059152
430	0.1213030002	0.9552059152
431	0.1212744993	0.9552918924
432	0.1212636614	0.9552059152
433	0.121304345	0.9554638466
434	0.1212168983	0.9551199381
435	0.121167213	0.9551199381
436	0.1211421559	0.955033961
437	0.1211857608	0.9551199381
438	0.1212457744	0.955033961
439	0.1213228809	0.9551199381
440	0.1212384083	0.9552918924
441	0.1212210092	0.9552918924
442	0.1212575007	0.9552059152
443	0.1212132622	0.9552918924
444	0.1213080983	0.9552918924
445	0.1212686132	0.9553778695
446	0.1211402017	0.9553778695
447	0.1211760751	0.9555498237
448	0.1211627613	0.955721778
449	0.1210523019	0.9556358009
450	0.1209830619	0.9553778695
451	0.1209208809	0.9552918924
452	0.1210528015	0.9552918924
453	0.1210638203	0.9554638466
454	0.1210308746	0.9555498237
455	0.1210310191	0.9555498237
456	0.1211048752	0.9554638466
457	0.1211100151	0.955721778
458	0.1211055867	0.955721778
459	0.1210534718	0.9556358009
460	0.1207138989	0.9558937323
461	0.1206468869	0.9560656865
462	0.120822504	0.9560656865
463	0.1206992116	0.9561516637
464	0.1207173417	0.9563236179
465	0.1207173417	0.9563236179
466	0.1206819886	0.9562376408
467	0.1206352239	0.9563236179
468	0.1205336419	0.9561516637
469	0.1205882151	0.9561516637
470	0.1205213113	0.9561516637
471	0.1206657003	0.9558937323
472	0.1205128184	0.9558937323
473	0.120373922	0.9560656865
474	0.1202637297	0.9562376408
475	0.1204120499	0.9565815493
476	0.1204717623	0.9565815493
477	0.1206372772	0.9568394807
478	0.1206875944	0.9567535036
479	0.1206208604	0.9567535036
480	0.1206506299	0.9569254578
481	0.1207121194	0.9565815493
482	0.1207330209	0.956409595
483	0.1208622004	0.9564955722
484	0.1208626561	0.956409595
485	0.1210031778	0.9568394807
486	0.1210351816	0.9568394807
487	0.1209201684	0.957011435
488	0.1209490731	0.9573553435
489	0.1209991339	0.9573553435
490	0.1209092143	0.9572693663
491	0.1209916352	0.9569254578
492	0.1209449599	0.9574413206
493	0.120908834	0.9574413206
494	0.1208270862	0.9572693663
495	0.1208059251	0.9572693663
496	0.1206983261	0.9571833892
497	0.1207447304	0.9570974121
498	0.1207900784	0.9572693663
499	0.1207426807	0.9574413206
